URL;Gibt es eine Kooperation? ;interessant?;Art des Inhalts;Art des Inhalts genau;Text des Links;Zusammenfassung;Zielgruppe;Firmensitz;Kostenmodell;Schwerpunkt;Technologie-Fokus;Sprache;Aktualität;DSGVO Text;DSGVO Ja/Nein;Provision;Wettbewerber;Relevanz KI-Coaching Bewertung;Relevanz KI-Coaching Begründung;Produktkategorie;Letzter Check;;;;
https://focustiger.io/de/;;;;API-Fehler: Connection error.;;;;;;;;;;;;;;;;;;;;;
https://acceleratedintelligence.ai/futureyouaicoach-page-990802;;;;API-Fehler: Connection error.;;;;;;;;;;;;;;;;;;;;;
https://mindsetcoachacademy.com/ai-coach-certification-page;;;;API-Fehler: Connection error.;;;;;;;;;;;;;;;;;;;;;
https://www.centerforhealthandwellnesscoaches.com/podcasts/the-health-and-wellness-coach-journal/episodes/2149174654;;;;API-Fehler: Connection error.;;;;;;;;;;;;;;;;;;;;;
https://www.fariko.community/;;;;nicht erreichbar;;;;;;;;;;;;;;;;;;;;;
https://www.coachrx.app/features-coach;;;;API-Fehler: Connection error.;;;;;;;;;;;;;;;;;;;;;
https://www.avoma.com/;;;;API-Fehler: Connection error.;;;;;;;;;;;;;;;;;;;;;
https://isaacson.uk/buy/digital-and-ai-coaches-conference-2026/;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.tandfonline.com/doi/full/10.1080/13678868.2026.2633990;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.hr-datenliebe.de/chatgpt-fuehrerschein-f%C3%BCr-hr;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.functionhr.de/;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.tandfonline.com/doi/full/10.1080/17521882.2026.2640932;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.cultureamp.com/platform/ai/coach;;;;;;;;;;;;;;;;;;;;;;;;;
https://ki-coach.datawiltech.de/;;;;;;;;;;;;;;;;;;;;;;;;;
https://voiio.de/unsere-kernbereiche;;;;;;;;;;;;;;;;;;;;;;;;;
https://tlou.ai/hr-and-ai-day;;;;;;;;;;;;;;;;;;;;;;;;;
https://coachpool.com/de/funktionen;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.trytherabot.com/products;;;;;;;;;;;;;;;;;;;;;;;;;
https://therabot.app/;;;;;;;;;;;;;;;;;;;;;;;;;
https://aijourn.com/the-ai-revolution-in-executive-coaching-beyond-traditional-boundaries/;;;;;;;;;;;;;;;;;;;;;;;;;
https://home.dartmouth.edu/news/2025/03/first-therapy-chatbot-trial-yields-mental-health-benefits;;;;;;;;;;;;;;;;;;;;;;;;;
https://hrexecutive.com/the-new-coaching-stack-a-3-tier-model-for-ai-and-human-coaching/;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.tandfonline.com/doi/full/10.1080/17521882.2026.2625707#abstract;;;;;;;;;;;;;;;;;;;;;;;;;
https://seraia.ai/;;;;;;;;;;;;;;;;;;;;;;;;;
www.ixcoach.com/;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.delenta.com/blog/coaching-support-platforms;;;;;;;;;;;;;;;;;;;;;;;;;
https://menschki.org/blog/;;;;;;;;;;;;;;;;;;;;;;;;;
https://miraai.ai/projects;;;;;;;;;;;;;;;;;;;;;;;;;
https://inkovema.de/blog/ki-kompass-12-webseite-mit-videos-bauen-was-die-zukunft-bringt/;;;;;;;;;;;;;;;;;;;;;;;;;
https://t3n.de/news/ki-statt-coach-wie-chatbots-beim-fuehrungskraeftetraining-helfen-und-wo-sie-an-ihre-grenzen-stossen-1732477/;;;;;;;;;;;;;;;;;;;;;;;;;
https://bunch.ai/pricing;;;;;;;;;;;;;;;;;;;;;;;;;
https://pokamind.com/;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.dialogueswithhelena.app/?ref=taaft_feat&utm_source=taaft_feat&utm_medium=referral;;;;;;;;;;;;;;;;;;;;;;;;;
https://subversiveleader.com/;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.ixcoach.com/create-custom-ai;;;;;;;;;;;;;;;;;;;;;;;;;
https://growtherapy.com/;;;;;;;;;;;;;;;;;;;;;;;;;
https://chronilogix.com/;;;;;;;;;;;;;;;;;;;;;;;;;
https://theses.fr/2025COAZ0003;;;;;;;;;;;;;;;;;;;;;;;;;
https://play.google.com/store/apps/details?id=com.h2technologies.amara;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.managerseminare.de/ta_Artikel/Coaching-mit-KI-Zwischen-Innovation-und-Integritaet,286062;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.hoolrcoaching.com/product;;;;;;;;;;;;;;;;;;;;;;;;;
https://radar.brookes.ac.uk/radar/items/5633a76e-2146-48ae-a70b-f13a8d8558bf/1/?utm;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.bizzyai.co/;;;;;;;;;;;;;;;;;;;;;;;;;
https://levrhub.com/;;;;;;;;;;;;;;;;;;;;;;;;;
https://marketplace.microsoft.com/de-de/product/WA200007824?signInModalType=4&ctaType=1;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.naia.coach/;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=4MmZrFaMpVM;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1007/s10796-021-10181-1;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1007/s11423-025-10478-x;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1007/s11613-022-00801-3;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1007/s11613-023-00858-8;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1007/s11613-025-00980-9;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1007/s11613-025-00980-9;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1007/s11613-025-00980-9;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1007/s11613-025-00980-9;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1007/s12369-022-00895-w;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1007/s12599-023-00834-7;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1007/s40123-024-01014-w;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1016/j.chbr.2024.100401;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1016/j.cogsys.2019.09.016;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1016/j.cogsys.2023.101206;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1016/j.ijhcs.2022.102848;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1016/j.jbusres.2023.113838;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1016/j.mlwa.2024.100541;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1016/j.procs.2024.09.689;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1037/cpb0000144;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1037/cpb0000162;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1037/cpb0000175;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1038/s42256-023-00720-7;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1038/s42256-024-00832-8;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1038/s44271-025-00387-3;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1038/s44271-025-00387-3;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1057/s41599-025-04787-y;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1080/08839514.2023.2175110;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1080/09540091.2024.2353630;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1080/10447318.2020.1841438;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1080/10447318.2020.1861763;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1080/10447318.2022.2049133;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1080/10447318.2022.2163775;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1080/10447318.2024.2303557;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1080/10967494.2024.2314055;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1080/13678868.2024.2315928;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1080/13678868.2024.2375934;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1080/15228053.2023.2233814;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1080/17521882.2020.1791195;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1080/17521882.2021.1958889;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1080/17521882.2022.2094278;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1080/17521882.2024.2304792;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1080/17521882.2024.2368598;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1080/21515581.2019.1650751;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1108/JMD-06-2024-0182;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1108/jwam-02-2025-0032;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1108/JWAM-11-2024-0164;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1108/JWAM-12-2023-0137;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1109/ACCESS.2020.2968045;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1109/ACCESS.2022.3205719;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1109/ACCESS.2024.3389497;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1109/ICCUBEA47591.2019.9129347;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1145/3123818.3123826;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1145/3415167;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1145/3432942;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1145/3449173;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1145/3463475;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1145/3704262;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1145/3704262;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1177/1534484320982891;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1177/20539517221142824;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1186/s13731-024-00412-5;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.12688/f1000research.151952.2;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1365/s40702-025-01179-3;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1609/aies.v7i1.31757;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1613/jair.5477;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.17605/OSF.IO/XJYMQ;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.18267/j.aip.235;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.2139/ssrn.4337484;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.2139/ssrn.4573321;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.2139/ssrn.4895486;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.2196/12106;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.2196/16934;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.2196/32630;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.2196/45772;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.2196/50638;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.2196/56114;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.24384/5cgf-ab69;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.24384/b7gs-3h05;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.24384/b7gs-3h05;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.24384/b7gs-3h05;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.26188/28822919;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.31234/osf.io/5mwre_v5;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.31234/osf.io/69kzb_v1;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.3389/fpsyg.2024.1364054;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.3390/educsci13111109;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.3390/educsci15030302;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.3390/info15100596;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.3390/info15100596;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.47363/JAICC/2025(4)420;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.48550/arXiv.2402.01364;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.48550/arXiv.2402.06196;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.48550/arXiv.2402.07927;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.48550/arXiv.2404.01077;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.48550/arXiv.2404.01077;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.48550/arXiv.2407.12994;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.48550/arXiv.2411.10541;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.48550/arXiv.2411.10541;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.48550/arXiv.2412.02603;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.48550/arXiv.2506.06576;;;;;;;;;;;;;;;;;;;;;;;;;
https://doi.org/10.48550/arXiv.2506.06576 (Dies ist ein Auszug der massenhaft zitierten DOI- und arXiv-Links der wissenschaftlichen Dokumente).;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.5281/zenodo.1105869;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.5281/zenodo.7991800;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.5281/zenodo.7992227;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1002/9781119835714.ch29;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1002/9781394214167.ch5;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1002/hrdq.20009;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1002/hrdq.20009;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1002/hrdq.20009;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1007/978-3-030-81938-5_30;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1007/978-3-030-90328-2_29;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1007/978-3-031-21448-6_2;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1007/978-3-031-64315-6_34;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1007/978-3-031-88045-2;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1007/978-3-658-40079-8_5;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1007/978-3-658-41935-6_3;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1007/978-3-662-72311-1;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1007/978-3-662-72311-1;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1007/s11613-020-00662-8;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1007/s12144-022-03932-z;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1007/s12369-017-0441-8;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1007/s12599-019-00595-2;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1016/j.caeai.2025.100417;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1016/j.chb.2014.04.043;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1016/j.chb.2015.06.026;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1016/j.chb.2021.106855;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1016/j.eswa.2020.113193;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1016/j.heliyon.2023.e20962;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1016/j.hrmr.2022.100912;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1016/j.ijinfomgt.2025.102887;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1016/j.ijinfomgt.2025.102887;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1016/j.iswa.2025.200515;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1016/j.jbusres.2020.07.045;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1016/j.techfore.2022.121786;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1016/j.techsoc.2020.101280;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1016/j.tele.2022.101925;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1038/s41746-021-00539-9;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1080/17439760.2025.2498132;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1080/17521882.2025.2510643;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1093/iwc/iwad039;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1093/iwc/iwz016;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1108/jwam-02-2025-0032;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1108/jwam-02-2025-0032;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1108/JWAM-04-2021-0030;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1109/ICC45855.2022.9839249;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1109/MC.2020.2996587;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1145/2544103;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1145/3588967.3588971;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.11648/j.ajai.20240802.16;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1177/00218863221079937;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1177/00218863231204050;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1177/00218863241283919;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1177/01492063231225160;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1177/07417136231217453;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1177/21582440221096136;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1186/s40359-022-00980-9;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1186/s40537-021-00444-8;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.13140/RG.2.2.36298.64963;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.22316/poc/05.1.06;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.24384/000248;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.24384/er2p-4857;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.24384/kp8k-f774;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.31234/osf.io/69kzb_v1;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.32604/cmes.2024.052256;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.3389/fpsyg.2022.1111003;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.3389/fpsyg.2022.971044;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.3389/fpsyg.2023.1089797;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.3389/fpsyg.2023.1148243;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.3390/electronics10182212;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.3390/fi15080260;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.3390/philosophies9020044;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.4135/9781529799033;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.4236/jhrss.2024.122020;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.48584/OPUS-9426;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.5220/0012829800004547;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1002/sim.2331;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1007/978-3-476-05742-6_56;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1007/978-3-642-12770-0_1;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1007/978-3-642-12770-0_1;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1007/978-3-642-45370-0_73-1;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1007/978-3-662-63449-3;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1007/978-3-662-63449-3_2;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1007/978-3-662-72311-1;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1007/s10479-020-03918-9;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1007/s12528-018-9188-y;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1016/j.acalib.2021.102437;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1016/j.ijinfomgt.2019.03.008;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1016/j.jretconser.2023.103494;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1016/j.leaqua.2010.06.003;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1016/j.leaqua.2017.11.004;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1016/j.patcog.2022.109130;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1016/j.techfore.2018.07.045;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1016/j.tele.2019.101324;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1017/pds.2022.185;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1037//1061-4087.53.4.205;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1037/0022-006X.64.6.1326;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1037/0033-295X.114.4.864;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1037/1061-4087.48.2.78;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1037/11132-001;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1038/s41598-023-41032-5;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1080/08839514.2010.492259;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1080/10503300500352500;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1080/17439760.2013.837499;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1080/17521882.2015.1071418;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1089/1094931041291295;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1093/clipsy.bpi022;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1108/00197850510626785;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1108/14626001211250207;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1111/1748-8583.12524;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1111/j.1754-9434.2009.01143.x;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1111/joop.12119;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1126/sciadv.adn5290;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1126/science.aaa8685;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1126/science.aap8062;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1126/science.adh2586;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1145/1052829.1052854;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1145/1067860.1067867;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1146/annurev-orgpsych-031413-091305;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1177/0008125619864925;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1177/0008125619867910;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1177/0018726718819725;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1177/0022242921996646;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1177/1523422313520474;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1177/1534484305280866;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1215/2834703X-11556011;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1215/2834703X-11556011;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1371/journal.pone.0159137;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1371/journal.pone.0270255;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1509/jmkg.70.4.019;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.18653/v1/2024.naacl-demo.2;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.18653/v1/2024.naacl-demo.2;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.18653/v1/N19-1423;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.2196/mental.7785;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.24384/z9r0-sj31;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.32604/cmes.2024.052256;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.3389/frobt.2017.00051;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.37074/jalt.2023.6.1.23;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.3758/s13423-012-0341-8;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.4038/jmtr.v9i1.2;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.4236/jhrss.2014.24018;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.4324/9780203771587;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.4324/9780429022753;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.5172/impp.2012.14.2.231;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.53841/bpsicpr.2020.15.2.99;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.53841/bpsicpr.2022.17.1.50;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.53841/bpstcp.2023.19.1.47;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.5465/amle.2022.0107;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.55529/jipirs.42.54.61;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.5590/jsbhs.2024.18.1.22;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1007/s10151-023-02837-8;;;;;;;;;;;;;;;;;;;;;;;;;
doi.org/10.1016/0950-7051(93)90017-N;;;;;;;;;;;;;;;;;;;;;;;;;
